prodcode,dmdcode,bnfcode,cprd_name,productname,drugsubstance,strength,formulation,route,snomed_code,dm_d_product_description,bnf_name
48763,17856611000001100,NA,ciclosporin 25mg capsules (phoenix healthcare distribution ltd),Ciclosporin 25mg capsules (Phoenix Healthcare Distribution Ltd),Ciclosporin,25mg,Capsule,Oral,NA,NA,NA
42448,16306711000001102,0802020G0BEABAF,deximune 50mg capsules (dexcel-pharma ltd),Deximune 50mg capsules (Dexcel-Pharma Ltd),Ciclosporin,50mg,Capsule,Oral,16306711000001102,Deximune 50mg capsules (Dexcel-Pharma Ltd),Deximune 50mg capsules
2837,327085000,0802020G0AAAFAF,ciclosporin 50mg capsules,Ciclosporin 50mg capsules,Ciclosporin,50mg,Capsule,Oral,327085000,Ciclosporin 50mg capsules,Ciclosporin 50mg capsules
2838,327082002,0802020G0AAACAC,ciclosporin 25mg capsules,Ciclosporin 25mg capsules,Ciclosporin,25mg,Capsule,Oral,327082002,Ciclosporin 25mg capsules,Ciclosporin 25mg capsules
52615,14344711000001108,NA,neoral 100mg capsules (sigma pharmaceuticals plc),Neoral 100mg capsules (Sigma Pharmaceuticals Plc),Ciclosporin,100mg,Capsule,Oral,14344711000001108,Neoral 100mg capsules (Sigma Pharmaceuticals Plc),NA
46395,17665811000001108,0802020G0BFACAD,capimune 100mg capsules (generics (uk) ltd),Capimune 100mg capsules (Mylan),Ciclosporin,100mg,Capsule,Oral,17665811000001108,Capimune 100mg capsules (Viatris UK Healthcare Ltd),Capimune 100mg capsules
46637,17666911000001104,NA,capimune 25mg capsules (generics (uk) ltd),Capimune 25mg capsules (Mylan),Ciclosporin,25mg,Capsule,Oral,NA,NA,NA
54867,21263311000001104,0802020G0AAAFAF,ciclosporin 50mg capsules (sigma pharmaceuticals plc),Ciclosporin 50mg capsules (Sigma Pharmaceuticals Plc),Ciclosporin,50mg,Capsule,Oral,21263311000001104,Ciclosporin 50mg capsules (Sigma Pharmaceuticals Plc),Ciclosporin 50mg capsules
48798,17856811000001102,0802020G0AAAFAF,ciclosporin 50mg capsules (phoenix healthcare distribution ltd),Ciclosporin 50mg capsules (Phoenix Healthcare Distribution Ltd),Ciclosporin,50mg,Capsule,Oral,17856811000001102,Ciclosporin 50mg capsules (Phoenix Healthcare Distribution Ltd),Ciclosporin 50mg capsules
65639,23428211000001104,NA,ciclosporin 100mg capsules (j m mcgill ltd),Ciclosporin 100mg capsules (J M McGill Ltd),Ciclosporin,100mg,Capsule,Oral,NA,NA,NA
972,660811000001100,0802020G0BCABAC,neoral 25mg capsules (novartis pharmaceuticals uk ltd),Neoral 25mg capsules (Novartis Pharmaceuticals UK Ltd),Ciclosporin,25mg,Capsule,Oral,660811000001100,Neoral 25mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 25mg capsules
973,456811000001107,0802020G0BCADAD,neoral 100mg capsules (novartis pharmaceuticals uk ltd),Neoral 100mg capsules (Novartis Pharmaceuticals UK Ltd),Ciclosporin,100mg,Capsule,Oral,456811000001107,Neoral 100mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 100mg capsules
3920,347811000001104,0802020G0BBADAC,sandimmun 25mg capsules (novartis pharmaceuticals uk ltd),Sandimmun 25mg capsules (Novartis Pharmaceuticals UK Ltd),Ciclosporin,25mg,Capsule,Oral,347811000001104,Sandimmun 25mg capsules (Novartis Pharmaceuticals UK Ltd),Sandimmun 25mg capsules
66785,29934611000001108,NA,vanquoral 10mg capsules (teva uk ltd),Vanquoral 10mg capsules (Teva UK Ltd),Ciclosporin,10mg,Capsule,Oral,NA,NA,NA
78916,NA,NA,neoral 100mg capsules (cst pharma ltd),NA,NA,NA,NA,NA,NA,NA,NA
4231,319211000001101,0802020G0BCACAF,neoral 50mg capsules (novartis pharmaceuticals uk ltd),Neoral 50mg capsules (Novartis Pharmaceuticals UK Ltd),Ciclosporin,50mg,Capsule,Oral,319211000001101,Neoral 50mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 50mg capsules
48556,17857011000001106,0802020G0AAADAD,ciclosporin 100mg capsules (phoenix healthcare distribution ltd),Ciclosporin 100mg capsules (Phoenix Healthcare Distribution Ltd),Ciclosporin,100mg,Capsule,Oral,17857011000001106,Ciclosporin 100mg capsules (Phoenix Healthcare Distribution Ltd),Ciclosporin 100mg capsules
16035,327090002,0802020G0AAAHAH,ciclosporin 10mg capsules,Ciclosporin 10mg capsules,Ciclosporin,10mg,Capsule,Oral,327090002,Ciclosporin 10mg capsules,Ciclosporin 10mg capsules
16137,303511000001103,0802020G0BCAEAH,neoral 10mg capsules (novartis pharmaceuticals uk ltd),Neoral 10mg capsules (Novartis Pharmaceuticals UK Ltd),Ciclosporin,10mg,Capsule,Oral,303511000001103,Neoral 10mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 10mg capsules
39067,11835611000001108,NA,clipper 5mg gastro-resistant modified-release tablets (chiesi ltd),Clipper 5mg gastro-resistant modified-release tablets (Chiesi Ltd),Beclometasone dipropionate,5mg,Modified-release tablet,Oral,NA,NA,NA
63082,28808711000001108,NA,prednisolone 20mg tablets,Prednisolone 20mg tablets,Prednisolone,20mg,Tablet,Oral,NA,NA,NA
58384,9807711000001108,0603020T0AAAAAA,prednisolone 1mg tablets (almus pharmaceuticals ltd),Prednisolone 1mg tablets (Almus Pharmaceuticals Ltd),Prednisolone,1mg,Tablet,Oral,9807711000001108,Prednisolone 1mg tablets (Almus Pharmaceuticals Ltd),Prednisolone 1mg tablets
5913,459611000001100,0603020T0BCAAAF,deltacortril 2.5mg gastro-resistant tablets (alliance pharmaceuticals ltd),Deltacortril 2.5mg gastro-resistant tablets (Alliance Pharmaceuticals Ltd),Prednisolone,2.5mg,Gastro-resistant tablet,Oral,459611000001100,Deltacortril 2.5mg gastro-resistant tablets (Phoenix Labs Ltd),Deltacortril 2.5mg gastro-resistant tablets
78789,NA,NA,prednisolone 5mg soluble tablets (de pharmaceuticals),NA,NA,NA,NA,NA,NA,NA,NA
32835,940311000001100,0603020T0AAACAC,prednisolone 5mg tablets (wockhardt uk ltd),Prednisolone 5mg tablets (Wockhardt UK Ltd),Prednisolone,5mg,Tablet,Oral,940311000001100,Prednisolone 5mg tablets (Wockhardt UK Ltd),Prednisolone 5mg tablets
67107,17999611000001108,NA,prednisolone 5mg gastro-resistant tablets (alliance pharmaceuticals ltd),Prednisolone 5mg gastro-resistant tablets (Alliance Pharmaceuticals Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,NA,NA,NA
95,325427002,0603020T0AAACAC,prednisolone 5mg tablets,Prednisolone 5mg tablets,Prednisolone,5mg,Tablet,Oral,325427002,Prednisolone 5mg tablets,Prednisolone 5mg tablets
77760,NA,NA,prednisolone 5mg soluble tablets (phoenix labs ltd),NA,NA,NA,NA,NA,NA,NA,NA
29333,85511000001101,0603020T0AAACAC,prednisolone 5mg tablets (actavis uk ltd),Prednisolone 5mg tablets (Actavis UK Ltd),Prednisolone,5mg,Tablet,Oral,85511000001101,Prednisolone 5mg tablets (Accord Healthcare Ltd),Prednisolone 5mg tablets
75001,30114811000001104,0603020T0AAAAAA,prednisolone 1mg tablets (de pharmaceuticals),Prednisolone 1mg tablets (DE Pharmaceuticals),Prednisolone,1mg,Tablet,Oral,30114811000001104,Prednisolone 1mg tablets (DE Pharmaceuticals),Prednisolone 1mg tablets
58000,9807911000001104,NA,prednisolone 5mg tablets (almus pharmaceuticals ltd),Prednisolone 5mg tablets (Almus Pharmaceuticals Ltd),Prednisolone,5mg,Tablet,Oral,NA,NA,NA
34660,707911000001100,0603020T0AAAAAA,prednisolone 1mg tablets (kent pharmaceuticals ltd),Prednisolone 1mg tablets (Kent Pharmaceuticals Ltd),Prednisolone,1mg,Tablet,Oral,707911000001100,Prednisolone 1mg tablets (Kent Pharma (UK) Ltd),Prednisolone 1mg tablets
44,325443009,0603020T0AAAGAG,prednisolone 5mg gastro-resistant tablets,Prednisolone 5mg gastro-resistant tablets,Prednisolone,5mg,Gastro-resistant tablet,Oral,325443009,Prednisolone 5mg gastro-resistant tablets,Prednisolone 5mg gastro-resistant tablets
80110,NA,NA,dilacort 2.5mg gastro-resistant tablets (crescent pharma ltd),NA,NA,NA,NA,NA,NA,NA,NA
41515,110811000001100,0603020T0AAACAC,prednisolone 5mg tablets (teva uk ltd),Prednisolone 5mg tablets (Teva UK Ltd),Prednisolone,5mg,Tablet,Oral,110811000001100,Prednisolone 5mg tablets (Teva UK Ltd),Prednisolone 5mg tablets
63066,28808611000001100,0603020T0AAABAB,prednisolone 2.5mg tablets,Prednisolone 2.5mg tablets,Prednisolone,2.5mg,Tablet,Oral,28808611000001100,Prednisolone 2.5mg tablets,Prednisolone 2.5mg tablets
58987,17916811000001104,NA,prednisolone 5mg gastro-resistant tablets (phoenix healthcare distribution ltd),Prednisolone 5mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,NA,NA,NA
58369,14786811000001100,NA,prednisolone 5mg tablets (boston healthcare ltd),Prednisolone 5mg tablets (Boston Healthcare Ltd),Prednisolone,5mg,Tablet,Oral,NA,NA,NA
21417,876911000001107,0603020T0AAACAC,prednisolone 5mg tablets (a a h pharmaceuticals ltd),Prednisolone 5mg tablets (A A H Pharmaceuticals Ltd),Prednisolone,5mg,Tablet,Oral,876911000001107,Prednisolone 5mg tablets (A A H Pharmaceuticals Ltd),Prednisolone 5mg tablets
64009,28799611000001108,NA,pevanti 20mg tablets (advanz pharma),Pevanti 20mg tablets (AMCo),Prednisolone,20mg,Tablet,Oral,NA,NA,NA
59283,22519711000001104,NA,dilacort 2.5mg gastro-resistant tablets (auden mckenzie (pharma division) ltd),Dilacort 2.5mg gastro-resistant tablets (Auden McKenzie (Pharma Division) Ltd),Prednisolone,2.5mg,Gastro-resistant tablet,Oral,NA,NA,NA
64128,28799011000001104,NA,pevanti 5mg tablets (advanz pharma),Pevanti 5mg tablets (AMCo),Prednisolone,5mg,Tablet,Oral,NA,NA,NA
32803,512811000001108,0603020T0AAAGAG,prednisolone 5mg gastro-resistant tablets (actavis uk ltd),Prednisolone 5mg gastro-resistant tablets (Actavis UK Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,512811000001108,Prednisolone 5mg gastro-resistant tablets (Accord Healthcare Ltd),Prednisolone 5mg gastro-resistant tablets
34461,380011000001100,0603020T0AAAFAF,prednisolone 2.5mg gastro-resistant tablets (actavis uk ltd),Prednisolone 2.5mg gastro-resistant tablets (Actavis UK Ltd),Prednisolone,2.5mg,Gastro-resistant tablet,Oral,380011000001100,Prednisolone 2.5mg gastro-resistant tablets (Accord Healthcare Ltd),Prednisolone 2.5mg gastro-resistant tablets
61162,21851411000001104,NA,prednisolone 5mg tablets (waymade healthcare plc),Prednisolone 5mg tablets (Waymade Healthcare Plc),Prednisolone,5mg,Tablet,Oral,NA,NA,NA
61132,14786411000001104,NA,prednisolone 1mg tablets (boston healthcare ltd),Prednisolone 1mg tablets (Boston Healthcare Ltd),Prednisolone,1mg,Tablet,Oral,NA,NA,NA
70603,28937511000001104,0603020T0AABHBH,prednisolone 5mg soluble tablets (focus pharmaceuticals ltd),Prednisolone 5mg soluble tablets (Focus Pharmaceuticals Ltd),Prednisolone sodium phosphate,5mg,Soluble tablet,Oral,28937511000001104,Prednisolone 5mg soluble tablets (Focus Pharmaceuticals Ltd),Prednisolone 5mg soluble tablets
19141,392511000001108,0603020T0AABHBH,prednisolone 5mg soluble tablets (amco),Prednisolone 5mg soluble tablets (AMCo),Prednisolone sodium phosphate,5mg,Soluble tablet,Oral,392511000001108,Prednisolone 5mg soluble tablets (Advanz Pharma),Prednisolone 5mg soluble tablets
31532,662011000001105,0603020T0AAAGAG,prednisolone 5mg gastro-resistant tablets (a a h pharmaceuticals ltd),Prednisolone 5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,662011000001105,Prednisolone 5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),Prednisolone 5mg gastro-resistant tablets
72421,33425811000001104,NA,prednisolone 1mg gastro-resistant tablets (a a h pharmaceuticals ltd),Prednisolone 1mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),Prednisolone,1mg,Gastro-resistant tablet,Oral,NA,NA,NA
34781,350611000001104,0603020T0AAACAC,prednisolone 5mg tablets (kent pharmaceuticals ltd),Prednisolone 5mg tablets (Kent Pharmaceuticals Ltd),Prednisolone,5mg,Tablet,Oral,350611000001104,Prednisolone 5mg tablets (Kent Pharma (UK) Ltd),Prednisolone 5mg tablets
64007,28799311000001104,0603020T0BLACBK,pevanti 10mg tablets (advanz pharma),Pevanti 10mg tablets (AMCo),Prednisolone,10mg,Tablet,Oral,28799311000001104,Pevanti 10mg tablets (Advanz Pharma),Pevanti 10mg tablets
34452,649711000001109,0603020T0AAAAAA,prednisolone 1mg tablets (a a h pharmaceuticals ltd),Prednisolone 1mg tablets (A A H Pharmaceuticals Ltd),Prednisolone,1mg,Tablet,Oral,649711000001109,Prednisolone 1mg tablets (A A H Pharmaceuticals Ltd),Prednisolone 1mg tablets
74493,34035411000001104,NA,prednisolone 5mg soluble tablets (actavis uk ltd),Prednisolone 5mg soluble tablets (Actavis UK Ltd),Prednisolone sodium phosphate,5mg,Soluble tablet,Oral,NA,NA,NA
66550,255211000001101,0603020T0AAAGAG,prednisolone 5mg gastro-resistant tablets (alliance healthcare (distribution) ltd),Prednisolone 5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,255211000001101,Prednisolone 5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),Prednisolone 5mg gastro-resistant tablets
578,325426006,0603020T0AAAAAA,prednisolone 1mg tablets,Prednisolone 1mg tablets,Prednisolone,1mg,Tablet,Oral,325426006,Prednisolone 1mg tablets,Prednisolone 1mg tablets
51753,18285011000001108,NA,prednisolone 1mg tablets (co-pharma ltd),Prednisolone 1mg tablets (Strides Shasun (UK) Ltd),Prednisolone,1mg,Tablet,Oral,NA,NA,NA
68497,22452711000001104,NA,prednisolone 2.5mg gastro-resistant tablets (waymade healthcare plc),Prednisolone 2.5mg gastro-resistant tablets (Waymade Healthcare Plc),Prednisolone,2.5mg,Gastro-resistant tablet,Oral,NA,NA,NA
80050,NA,NA,prednisolone 1mg gastro-resistant tablets (alliance healthcare (distribution) ltd),NA,NA,NA,NA,NA,NA,NA,NA
55480,17999311000001104,0603020T0AAAFAF,prednisolone 2.5mg gastro-resistant tablets (alliance pharmaceuticals ltd),Prednisolone 2.5mg gastro-resistant tablets (Alliance Pharmaceuticals Ltd),Prednisolone,2.5mg,Gastro-resistant tablet,Oral,17999311000001104,Prednisolone 2.5mg gastro-resistant tablets (Phoenix Labs Ltd),Prednisolone 2.5mg gastro-resistant tablets
56891,21851211000001108,NA,prednisolone 1mg tablets (waymade healthcare plc),Prednisolone 1mg tablets (Waymade Healthcare Plc),Prednisolone,1mg,Tablet,Oral,NA,NA,NA
5490,331111000001100,0603020T0BCABAG,deltacortril 5mg gastro-resistant tablets (alliance pharmaceuticals ltd),Deltacortril 5mg gastro-resistant tablets (Alliance Pharmaceuticals Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,331111000001100,Deltacortril 5mg gastro-resistant tablets (Phoenix Labs Ltd),Deltacortril 5mg gastro-resistant tablets
60421,18285211000001104,0603020T0AAACAC,prednisolone 5mg tablets (co-pharma ltd),Prednisolone 5mg tablets (Strides Shasun (UK) Ltd),Prednisolone,5mg,Tablet,Oral,18285211000001104,Prednisolone 5mg tablets (Strides Pharma UK Ltd),Prednisolone 5mg tablets
79930,NA,NA,prednisolone 2.5mg gastro-resistant tablets (phoenix healthcare distribution ltd),NA,NA,NA,NA,NA,NA,NA,NA
73678,30114311000001108,0603020T0AAAGAG,prednisolone 5mg gastro-resistant tablets (de pharmaceuticals),Prednisolone 5mg gastro-resistant tablets (DE Pharmaceuticals),Prednisolone,5mg,Gastro-resistant tablet,Oral,30114311000001108,Prednisolone 5mg gastro-resistant tablets (DE Pharmaceuticals),Prednisolone 5mg gastro-resistant tablets
59229,22520311000001108,NA,dilacort 5mg gastro-resistant tablets (auden mckenzie (pharma division) ltd),Dilacort 5mg gastro-resistant tablets (Auden McKenzie (Pharma Division) Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,NA,NA,NA
63214,157711000001100,0603020T0AABHBH,prednisolone 5mg soluble tablets (alliance healthcare (distribution) ltd),Prednisolone 5mg soluble tablets (Alliance Healthcare (Distribution) Ltd),Prednisolone sodium phosphate,5mg,Soluble tablet,Oral,157711000001100,Prednisolone 5mg soluble tablets (Alliance Healthcare (Distribution) Ltd),Prednisolone 5mg soluble tablets
73553,52911000001107,0603020T0AAAAAA,prednisolone 1mg tablets (alliance healthcare (distribution) ltd),Prednisolone 1mg tablets (Alliance Healthcare (Distribution) Ltd),Prednisolone,1mg,Tablet,Oral,52911000001107,Prednisolone 1mg tablets (Alliance Healthcare (Distribution) Ltd),Prednisolone 1mg tablets
34393,18307211000001104,0603020T0AAAGAG,prednisolone 5mg gastro-resistant tablets (teva uk ltd),Prednisolone 5mg gastro-resistant tablets (Teva UK Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,18307211000001104,Prednisolone 5mg gastro-resistant tablets (Teva UK Ltd),Prednisolone 5mg gastro-resistant tablets
34978,844111000001103,0603020T0AAAAAA,prednisolone 1mg tablets (wockhardt uk ltd),Prednisolone 1mg tablets (Wockhardt UK Ltd),Prednisolone,1mg,Tablet,Oral,844111000001103,Prednisolone 1mg tablets (Wockhardt UK Ltd),Prednisolone 1mg tablets
66914,32611811000001104,NA,prednisolone 1mg gastro-resistant tablets,Prednisolone 1mg gastro-resistant tablets,Prednisolone,1mg,Gastro-resistant tablet,Oral,NA,NA,NA
64008,28798211000001104,NA,pevanti 2.5mg tablets (advanz pharma),Pevanti 2.5mg tablets (AMCo),Prednisolone,2.5mg,Tablet,Oral,NA,NA,NA
81168,NA,NA,prednisolone 1mg gastro-resistant tablets (alliance pharmaceuticals ltd),NA,NA,NA,NA,NA,NA,NA,NA
69568,32652511000001108,NA,dilacort 5mg gastro-resistant tablets (crescent pharma ltd),Dilacort 5mg gastro-resistant tablets (Crescent Pharma Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,NA,NA,NA
557,325442004,0603020T0AAAFAF,prednisolone 2.5mg gastro-resistant tablets,Prednisolone 2.5mg gastro-resistant tablets,Prednisolone,2.5mg,Gastro-resistant tablet,Oral,325442004,Prednisolone 2.5mg gastro-resistant tablets,Prednisolone 2.5mg gastro-resistant tablets
63172,28808411000001104,NA,prednisolone 10mg tablets,Prednisolone 10mg tablets,Prednisolone,10mg,Tablet,Oral,NA,NA,NA
955,325444003,NA,prednisolone 5mg soluble tablets,Prednisolone 5mg soluble tablets,Prednisolone sodium phosphate,5mg,Soluble tablet,Oral,NA,NA,NA
81344,NA,NA,prednisolone 2.5mg gastro-resistant tablets (mawdsley-brooks & company ltd),NA,NA,NA,NA,NA,NA,NA,NA
78129,NA,NA,dilacort 5mg gastro-resistant tablets (teva uk ltd),NA,NA,NA,NA,NA,NA,NA,NA
59912,22453011000001108,0603020T0AAAGAG,prednisolone 5mg gastro-resistant tablets (waymade healthcare plc),Prednisolone 5mg gastro-resistant tablets (Waymade Healthcare Plc),Prednisolone,5mg,Gastro-resistant tablet,Oral,22453011000001108,Prednisolone 5mg gastro-resistant tablets (Waymade Healthcare Plc),Prednisolone 5mg gastro-resistant tablets
61689,245011000001108,0603020T0AABHBH,prednisolone 5mg soluble tablets (a a h pharmaceuticals ltd),Prednisolone 5mg soluble tablets (A A H Pharmaceuticals Ltd),Prednisolone sodium phosphate,5mg,Soluble tablet,Oral,245011000001108,Prednisolone 5mg soluble tablets (A A H Pharmaceuticals Ltd),Prednisolone 5mg soluble tablets
34404,646211000001106,0603020T0AAAAAA,prednisolone 1mg tablets (actavis uk ltd),Prednisolone 1mg tablets (Actavis UK Ltd),Prednisolone,1mg,Tablet,Oral,646211000001106,Prednisolone 1mg tablets (Accord Healthcare Ltd),Prednisolone 1mg tablets
28375,858811000001104,0603020T0AAAFAF,prednisolone 2.5mg gastro-resistant tablets (a a h pharmaceuticals ltd),Prednisolone 2.5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),Prednisolone,2.5mg,Gastro-resistant tablet,Oral,858811000001104,Prednisolone 2.5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),Prednisolone 2.5mg gastro-resistant tablets
69811,32774411000001108,NA,prednisolone 30mg tablets (actavis uk ltd),Prednisolone 30mg tablets (Actavis UK Ltd),Prednisolone,30mg,Tablet,Oral,NA,NA,NA
76020,NA,NA,prednisolone 2.5mg gastro-resistant tablets (alliance healthcare (distribution) ltd),NA,NA,NA,NA,NA,NA,NA,NA
67507,32781411000001104,NA,prednisolone 30mg tablets,Prednisolone 30mg tablets,Prednisolone,30mg,Tablet,Oral,NA,NA,NA
34748,238511000001107,0603020T0AAAAAA,prednisolone 1mg tablets (teva uk ltd),Prednisolone 1mg tablets (Teva UK Ltd),Prednisolone,1mg,Tablet,Oral,238511000001107,Prednisolone 1mg tablets (Teva UK Ltd),Prednisolone 1mg tablets
64416,29904211000001104,NA,prednisolone 10mg/ml oral solution sugar free,Prednisolone 10mg/ml oral solution sugar free,Prednisolone,10mg/1ml,Oral solution,Oral,NA,NA,NA
79091,NA,NA,prednisolone 1.5mg/5ml oral solution,NA,NA,NA,NA,NA,NA,NA,NA
54118,13079611000001102,0603020T0AABDBD,prednisolone 25mg/5ml oral suspension,Prednisolone 25mg/5ml oral suspension,Prednisolone,5mg/1ml,Oral suspension,Oral,13079611000001102,Prednisolone 25mg/5ml oral suspension,Prednisolone 25mg/5ml oral liquid
58234,429995001,0603020T0AABCBC,prednisolone 10mg/5ml oral solution,Prednisolone 10mg/5ml oral solution,Prednisolone,2mg/1ml,Oral solution,Oral,429995001,Prednisolone 10mg/5ml oral solution,Prednisolone 10mg/5ml oral liquid
