prodcode,productname,ingredient,bnftext,routeofadministration,dmdcode,therapyevents,bnfchapter,emo,top_cs,tcal,oral_cs,aza,metho,cic,myco,potency,injection,new202007
48798,ciclosporin 50mg capsules (phoenix healthcare distribution ltd),ciclosporin,corticosteroids and other immunosuppressants/drugs affecting the immune response in rheumatic disease/drugs affecting the immune response for eczema and psoriasis,oral,1.78568110000e+16,571,08020200/10010302/13050300,,,,,,,1,,,,
65639,ciclosporin 100mg capsules (j m mcgill ltd),ciclosporin,corticosteroids and other immunosuppressants/drugs affecting the immune response in rheumatic disease/drugs affecting the immune response for eczema and psoriasis,oral,2.34282110000e+16,0,08020200/10010302/13050300,,,,,,,1,,,,
972,neoral 25mg capsules (novartis pharmaceuticals uk ltd),ciclosporin,corticosteroids and other immunosuppressants/drugs affecting the immune response in rheumatic disease/drugs affecting the immune response for eczema and psoriasis,oral,660811000001100,117889,08020200/10010302/13050300,,,,,,,1,,,,
973,neoral 100mg capsules (novartis pharmaceuticals uk ltd),ciclosporin,corticosteroids and other immunosuppressants/drugs affecting the immune response in rheumatic disease/drugs affecting the immune response for eczema and psoriasis,oral,456811000001107,116626,08020200/10010302/13050300,,,,,,,1,,,,
3920,sandimmun 25mg capsules (novartis pharmaceuticals uk ltd),ciclosporin,corticosteroids and other immunosuppressants/drugs affecting the immune response in rheumatic disease/drugs affecting the immune response for eczema and psoriasis,oral,347811000001104,2219,08020200/10010302/13050300,,,,,,,1,,,,
66785,vanquoral 10mg capsules (teva uk ltd),ciclosporin,corticosteroids and other immunosuppressants/drugs affecting the immune response in rheumatic disease/drugs affecting the immune response for eczema and psoriasis,oral,2.99346110000e+16,6,08020200/10010302/13050300,,,,,,,1,,,,
78916,neoral 100mg capsules (cst pharma ltd),ciclosporin,corticosteroids and other immunosuppressants/drugs affecting the immune response in rheumatic disease/drugs affecting the immune response for eczema and psoriasis,oral,3.73464110000e+16,0,08020200/10010302/13050300,,,,,,,1,,,,
4231,neoral 50mg capsules (novartis pharmaceuticals uk ltd),ciclosporin,corticosteroids and other immunosuppressants/drugs affecting the immune response in rheumatic disease/drugs affecting the immune response for eczema and psoriasis,oral,319211000001101,126628,08020200/10010302/13050300,,,,,,,1,,,,
48556,ciclosporin 100mg capsules (phoenix healthcare distribution ltd),ciclosporin,corticosteroids and other immunosuppressants/drugs affecting the immune response in rheumatic disease/drugs affecting the immune response for eczema and psoriasis,oral,1.78570110000e+16,480,08020200/10010302/13050300,,,,,,,1,,,,
16035,ciclosporin 10mg capsules,ciclosporin,corticosteroids and other immunosuppressants/drugs affecting the immune response in rheumatic disease/drugs affecting the immune response for eczema and psoriasis,oral,327090002,1546,08020200/10010302/13050300,,,,,,,1,,,,
16137,neoral 10mg capsules (novartis pharmaceuticals uk ltd),ciclosporin,corticosteroids and other immunosuppressants/drugs affecting the immune response in rheumatic disease/drugs affecting the immune response for eczema and psoriasis,oral,303511000001103,7847,08020200/10010302/13050300,,,,,,,1,,,,
39067,clipper 5mg gastro-resistant modified-release tablets (chiesi ltd),beclometasone dipropionate,corticosteroids in chronic bowel problems,oral,1.18356110000e+16,1054,01050200,,,,1,,,,,,0,1
63082,prednisolone 20mg tablets,,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),,2.88087110000e+16,14397,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
58384,prednisolone 1mg tablets (almus pharmaceuticals ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,9807711000001108,146,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
5913,deltacortril 2.5mg gastro-resistant tablets (alliance pharmaceuticals ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,459611000001100,45282,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
78789,prednisolone 5mg soluble tablets (de pharmaceuticals),prednisolone sodium phosphate,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,3.01146110000e+16,1,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
32835,prednisolone 5mg tablets (wockhardt uk ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,940311000001100,47,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
67107,prednisolone 5mg gastro-resistant tablets (alliance pharmaceuticals ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,1.79996110000e+16,18,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
95,prednisolone 5mg tablets,prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,325427002,6016034,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
77760,prednisolone 5mg soluble tablets (phoenix labs ltd),prednisolone sodium phosphate,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,3.41727110000e+16,0,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
29333,prednisolone 5mg tablets (actavis uk ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,85511000001101,1530,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
75001,prednisolone 1mg tablets (de pharmaceuticals),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,3.01148110000e+16,0,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
58000,prednisolone 5mg tablets (almus pharmaceuticals ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,9807911000001104,265,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
34660,prednisolone 1mg tablets (kent pharmaceuticals ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,707911000001100,34,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
44,prednisolone 5mg gastro-resistant tablets,prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,325443009,5022618,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
80110,dilacort 2.5mg gastro-resistant tablets (crescent pharma ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,3.26523110000e+16,1,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
41515,prednisolone 5mg tablets (teva uk ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,110811000001100,1200,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
63066,prednisolone 2.5mg tablets,,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),,2.88086110000e+16,43927,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
58987,prednisolone 5mg gastro-resistant tablets (phoenix healthcare distribution ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,1.79168110000e+16,0,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
58369,prednisolone 5mg tablets (boston healthcare ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,1.47868110000e+16,0,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
21417,prednisolone 5mg tablets (a a h pharmaceuticals ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,876911000001107,207,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
64009,pevanti 20mg tablets (advanz pharma),,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),,2.87996110000e+16,70,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
59283,dilacort 2.5mg gastro-resistant tablets (auden mckenzie (pharma division) ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,2.25197110000e+16,6,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
64128,pevanti 5mg tablets (advanz pharma),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,2.87990110000e+16,88,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
32803,prednisolone 5mg gastro-resistant tablets (actavis uk ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,512811000001108,3252,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
34461,prednisolone 2.5mg gastro-resistant tablets (actavis uk ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,380011000001100,195,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
61162,prednisolone 5mg tablets (waymade healthcare plc),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,2.18514110000e+16,0,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
61132,prednisolone 1mg tablets (boston healthcare ltd),prednisolone,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,1.47864110000e+16,0,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
70603,prednisolone 5mg soluble tablets (focus pharmaceuticals ltd),prednisolone sodium phosphate,corticosteroids in chronic bowel problems/corticosteroids (for respiratory conditions)/antileprotic drugs/drugs for pneumocystis pneumonia/glucocorticoid therapy/corticosteroids and other immunosuppressants/systemic corticosteroids (in musculoskeletal and joint conditions),oral,2.89375110000e+16,3,01050200/03020000/05011000/05040800/06030200/08020200/10010201,,,,1,,,,,,0,
